COLUMN4,COLUMN5,COLUMN6,COLUMN7,COLUMN8,COLUMN9,COLUMN1,COLUMN2,COLUMN3
.572,.237,.1435,.165,7,3,.515,.385,.125
.6625,.2775,.1555,.196,11,3,.52,.41,.14
.6445,.3155,.1245,.186,11,3,.52,.395,.115
.6275,.3015,.126,.18,8,3,.525,.4,.11
.6885,.273,.1515,.237,9,3,.535,.42,.145
.6755,.3015,.1465,.21,10,3,.55,.405,.15
.783,.3045,.157,.265,11,3,.55,.445,.145
.768,.3305,.1385,.2475,9,3,.565,.44,.135
.7425,.2895,.2005,.22,8,3,.575,.43,.13
.9175,.45,.1935,.24,9,3,.575,.445,.16
.974,.453,.236,.289,8,3,.59,.47,.145
.907,.371,.167,.3075,11,3,.62,.475,.16
.0515,.019,.012,.017,4,3,.225,.17,.05
.057,.026,.013,.016,5,3,.23,.17,.05
.0925,.039,.021,.025,6,3,.255,.185,.06
.204,.3045,.046,.0595,7,3,.355,.27,.075
.3075,.139,.0745,.093,7,3,.425,.31,.095
.262,.1235,.067,.0725,8,3,.425,.32,.085
.1115,.053,.0185,.032,5,3,.29,.215,.06
.1235,.059,.026,.0315,5,3,.3,.22,.065
.2815,.1505,.0505,.068,5,3,.37,.275,.1
.226,.0975,.04,.0725,7,3,.375,.285,.08
.2285,.088,.0465,.075,7,3,.38,.29,.085
.2995,.1265,.068,.0895,8,3,.395,.3,.12
.361,.1605,.0665,.103,8,3,.41,.325,.105
.3045,.1215,.0735,.094,7,3,.415,.32,.115
.3975,.1815,.081,.1175,7,3,.425,.325,.105
.379,.1725,.0815,.101,7,3,.44,.34,.1
.4995,.2965,.0945,.1185,6,3,.44,.34,.12
.1835,.078,.024,.065,11,3,.335,.26,.09
.033,.0145,.007,.01,5,3,.18,.135,.08
.059,.0265,.0125,.0185,5,3,.215,.165,.055
.046,.021,.007,.0065,4,3,.2,.15,.04
.1165,.0565,.013,.035,7,3,.275,.2,.065
.61,.229,.131,.235,11,3,.51,.405,.12
.102,.045,.0135,.034,8,3,.27,.195,.07
.0345,.011,.0075,.01,5,3,.2,.145,.025
.1495,.0605,.033,.045,5,3,.325,.245,.075
.1515,.056,.0315,.05,7,3,.31,.235,.075
.116,.037,.0295,.04,8,3,.295,.215,.075
.523,.2105,.1045,.175,15,3,.48,.38,.125
.1565,.057,.034,.06,9,3,.32,.25,.08
.384,.1375,.061,.146,14,3,.43,.34,.125
.375,.1425,.0965,.115,9,3,.44,.35,.12
.3915,.1575,.1025,.115,9,3,.42,.325,.125
.2225,.0865,.058,.075,8,3,.345,.285,.1
.533,.233,.106,.185,8,3,.455,.375,.125
.366,.1705,.0855,.11,6,3,.43,.35,.105
.15,.0605,.042,.045,5,3,.3,.23,.075
1.057,.383,.216,.355,16,3,.6,.445,.175
.2595,.097,.0515,.08,10,3,.41,.3,.115
.5085,.21,.122,.135,9,3,.485,.355,.12
.4385,.184,.108,.1125,11,3,.45,.355,.115
.5425,.198,.127,.175,11,3,.49,.385,.14
.2565,.1165,.0585,.0725,12,3,.375,.28,.1
.8095,.2985,.2015,.28,12,3,.55,.415,.135
1.3655,.6255,.2595,.425,16,3,.635,.48,.2
.967,.3775,.284,.275,13,3,.575,.475,.17
.4895,.1735,.0875,.2,13,3,.44,.34,.125
.45,.191,.0865,.145,12,3,.45,.36,.125
.259,.0955,.038,.085,8,3,.39,.3,.105
1.15,.5255,.257,.3315,11,3,.625,.485,.16
1.217,.5515,.212,.31,11,3,.63,.49,.17
.1585,.0685,.037,.0465,5,3,.235,.13,.075
.4015,.1725,.063,.1255,7,3,.35,.25,.1
.465,.21,.1055,.128,7,3,.36,.25,.115
.2885,.165,.0435,.067,7,3,.38,.28,.095
.452,.22,.159,.1035,9,3,.465,.36,.105
.4915,.1765,.1125,.1325,9,3,.47,.355,.12
.7865,.332,.1815,.2455,8,3,.5,.395,.145
.8415,.3845,.156,.255,10,3,.51,.375,.15
.101,.041,.021,.034,5,3,.275,.205,.065
.106,.039,.0285,.034,5,3,.285,.205,.07
.1865,.0675,.037,.0615,7,3,.36,.265,.085
.2575,.1,.061,.086,6,3,.385,.29,.1
.3225,.143,.0735,.091,6,3,.4,.315,.1
.32,.118,.065,.123,7,3,.43,.33,.095
.4155,.17,.076,.145,8,3,.435,.375,.11
.3935,.195,.071,.11,7,3,.45,.335,.115
.4775,.2145,.09,.1435,8,3,.475,.355,.135
.452,.191,.099,.13,8,3,.475,.36,.11
.5065,.2425,.088,.1465,8,3,.485,.37,.14
.5525,.234,.127,.165,8,3,.51,.395,.105
.565,.235,.135,.179,9,3,.515,.39,.12
.699,.3395,.129,.1945,10,3,.52,.41,.14
.6055,.2605,.108,.21,9,3,.525,.4,.14
.475,.2025,.101,.148,8,3,.53,.395,.115
.612,.2435,.1525,.1895,11,3,.53,.41,.15
.705,.3065,.1365,.22,10,3,.535,.4,.145
.728,.2845,.1845,.265,9,3,.535,.45,.135
.6545,.2815,.139,.21,9,3,.565,.43,.125
.795,.364,.1505,.26,10,3,.575,.45,.145
.701,.3285,.102,.2255,9,3,.58,.42,.14
.86,.437,.1515,.245,9,3,.59,.45,.125
1.1305,.5285,.2655,.306,12,3,.62,.48,.18
.0495,.0235,.011,.014,3,3,.205,.155,.045
.1455,.0595,.0305,.05,6,3,.305,.23,.075
.129,.0615,.0275,.0355,7,3,.32,.23,.06
.2255,.11,.042,.064,7,3,.355,.27,.1
.3505,.1645,.071,.1,8,3,.425,.31,.095
.5655,.2435,.119,.175,8,3,.525,.4,.125
.221,.0985,.043,.07,8,3,.35,.26,.095
.2425,.106,.0485,.21,6,3,.38,.275,.095
.386,.1805,.0875,.0965,8,3,.46,.34,.1
.034,.012,.0085,.005,4,3,.17,.105,.035
.185,.0795,.0495,.055,8,3,.335,.25,.095
.2045,.096,.056,.08,6,3,.37,.275,.085
.1785,.071,.0405,.055,9,3,.335,.255,.085
.1385,.058,.0225,.05,5,3,.32,.235,.065
.1405,.056,.035,.05,5,3,.33,.25,.075
.286,.1305,.056,.09,7,3,.38,.3,.1
.152,.071,.059,.045,9,3,.29,.225,.075
.335,.1525,.074,.11,7,3,.41,.33,.105
.4075,.1535,.074,.165,9,3,.435,.355,.125
.0145,.005,.0035,.005,4,3,.14,.105,.035
.018,.0075,.0045,.005,4,3,.16,.12,.02
.6275,.276,.134,.185,13,3,.48,.39,.15
.441,.1515,.1165,.145,9,3,.455,.365,.135
.216,.083,.037,.075,10,3,.355,.27,.1
.6765,.2865,.146,.205,15,3,.52,.405,.14
.757,.315,.181,.215,11,3,.54,.4,.145
.7325,.2415,.144,.26,19,3,.52,.39,.14
1.0285,.4535,.253,.275,11,3,.56,.445,.165
1.066,.4335,.226,.33,13,3,.615,.46,.19
.8545,.321,.1775,.275,11,3,.565,.43,.135
.6955,.2405,.16,.253,10,3,.525,.4,.14
.728,.2725,.19,.19,14,3,.58,.42,.16
.6675,.2745,.156,.18,12,3,.5,.38,.155
2.0495,.7735,.4405,.655,10,3,.725,.55,.22
.8605,.312,.169,.3,17,3,.55,.44,.165
.058,.022,.0145,.018,6,3,.235,.18,.06
.0645,.0215,.0175,.0215,5,3,.235,.175,.08
.0615,.0205,.02,.019,6,3,.235,.175,.065
.18,.08,.045,.047,5,3,.315,.235,.08
.5805,.255,.0915,.184,8,3,.465,.355,.12
.591,.271,.1125,.1775,9,3,.49,.385,.12
.118,.059,.031,.0305,4,3,.27,.205,.075
.099,.0445,.017,.03,5,3,.27,.19,.06
.1365,.0575,.0295,.035,6,3,.295,.22,.07
.1295,.052,.028,.035,6,3,.295,.22,.065
.164,.0625,.04,.045,6,3,.315,.23,.07
.2875,.123,.0605,.08,6,3,.375,.29,.095
.277,.1655,.0625,.082,6,3,.38,.3,.09
.248,.0935,.066,.07,6,3,.385,.285,.09
.252,.1105,.0575,.066,6,3,.4,.295,.095
.3905,.1925,.0755,.1025,7,3,.415,.33,.1
.409,.2055,.0935,.105,8,3,.42,.32,.115
.4095,.163,.1005,.119,6,3,.44,.33,.135
.494,.2205,.0945,.1405,7,3,.45,.35,.135
.4905,.2035,.13,.135,7,3,.475,.35,.12
.8915,.363,.1925,.2515,6,3,.58,.435,.15
.032,.011,.0065,.01,4,3,.185,.135,.045
.0785,.04,.018,.02,5,3,.245,.175,.055
.134,.0575,.0285,.3505,6,3,.315,.23,0
.2075,.098,.039,.062,6,3,.36,.27,.09
.2235,.115,.043,.055,6,3,.375,.28,.08
.34,.181,.057,.083,6,3,.415,.31,.095
.5365,.2855,.0855,.1325,7,3,.455,.35,.135
.635,.352,.127,.135,6,3,.48,.35,.105
.562,.2505,.1345,.1525,8,3,.485,.375,.125
.597,.293,.1265,.1555,8,3,.51,.39,.125
.096,.037,.0225,.03,6,3,.275,.2,.07
.1445,.058,.032,.0505,6,3,.33,.245,.065
.1965,.0915,.0425,.055,7,3,.33,.26,.085
.196,.0865,.036,.0605,7,3,.365,.28,.09
.2155,.1005,.049,.0655,6,3,.365,.27,.09
.2805,.1125,.0615,.0925,8,3,.42,.31,.1
.334,.1355,.0775,.0965,7,3,.435,.335,.11
.366,.174,.0725,.109,7,3,.435,.325,.1
.4965,.258,.1195,.1075,8,3,.44,.325,.11
.651,.3165,.132,.18,8,3,.485,.365,.09
.5125,.2075,.1155,.172,10,3,.495,.385,.125
.5995,.242,.1375,.182,11,3,.52,.41,.14
.74,.3595,.159,.1985,8,3,.54,.42,.14
.702,.322,.167,.19,10,3,.54,.415,.155
.672,.288,.1365,.21,11,3,.55,.445,.125
.811,.3685,.178,.235,11,3,.56,.44,.155
.858,.449,.166,.215,10,3,.575,.45,.15
.658,.327,.1445,.174,8,3,.545,.405,.13
.2325,.093,.056,.072,6,3,.37,.275,.08
.317,.153,.0505,.0935,7,3,.395,.31,.085
.318,.1335,.0725,.0935,6,3,.4,.3,.115
.2645,.1,.0655,.085,7,3,.41,.305,.1
.4055,.175,.092,.1185,8,3,.455,.335,.105
.524,.246,.1095,.145,7,3,.48,.335,.125
.464,.2015,.09,.149,8,3,.485,.375,.11
.439,.1875,.1055,.1305,8,3,.5,.36,.12
.5805,.2365,.1075,.19,9,3,.515,.395,.125
.622,.278,.1455,.169,8,3,.52,.4,.14
.772,.289,.19,.2615,8,3,.545,.43,.14
.741,.348,.1585,.206,9,3,.55,.435,.125
.7005,.3395,.1355,.2095,8,3,.555,.43,.125
1.1815,.581,.2215,.3095,9,3,.565,.465,.15
.984,.4865,.184,.2755,10,3,.595,.475,.155
.3415,.1645,.0775,.086,7,3,.42,.305,.1
.519,.2365,.1275,.126,7,3,.48,.35,.1
.7165,.3495,.1595,.1785,8,3,.515,.4,.14
.837,.414,.214,.2,8,3,.56,.42,.14
.1185,.048,.0225,.042,4,3,.3,.215,.05
.4725,.215,.0745,.15,9,3,.455,.35,.13
.4495,.1755,.102,.15,8,3,.46,.365,.11
.557,.2275,.1335,.1765,8,3,.49,.375,.115
.516,.197,.1305,.165,8,3,.5,.385,.12
.709,.3195,.174,.185,9,3,.54,.415,.135
.7935,.378,.142,.26,10,3,.55,.445,.11
.7655,.331,.14,.24,10,3,.57,.425,.14
.83,.379,.1605,.2575,11,3,.58,.425,.145
.985,.3695,.2395,.315,10,3,.585,.47,.17
.124,.063,.0215,.03,6,3,.28,.215,.07
.14,.0565,.0365,.046,7,3,.33,.23,.08
.1695,.0835,.0355,.041,6,3,.35,.25,.075
.218,.0995,.0545,.0615,7,3,.37,.28,.09
.384,.1885,.0715,.11,8,3,.43,.315,.115
.393,.219,.075,.0885,6,3,.435,.33,.095
.3805,.1575,.0895,.115,6,3,.44,.35,.11
.4495,.201,.089,.14,8,3,.48,.355,.11
.344,.181,.0695,.079,7,3,.39,.31,.085
.2845,.1255,.0635,.081,7,3,.39,.29,.1
.3035,.15,.0505,.088,7,3,.405,.3,.085
.499,.232,.0885,.156,10,3,.475,.365,.115
.041,.015,.009,.0125,3,3,.215,.15,.055
.0655,.0295,.0005,.02,4,3,.24,.185,.06
.097,.0415,.019,.0305,4,3,.26,.205,.07
.131,.0615,.0265,.038,6,3,.32,.24,.085
.1695,.079,.026,.0505,6,3,.33,.23,.085
.192,.097,.03,.054,6,3,.335,.26,.085
.1765,.072,.0355,.0575,7,3,.35,.26,.09
.1735,.0775,.034,.056,6,3,.35,.265,.085
.1785,.0785,.035,.054,6,3,.36,.265,.075
.2055,.096,.037,.0585,7,3,.36,.265,.09
.2345,.108,.051,.0625,7,3,.365,.275,.09
.2305,.1005,.039,.0775,7,3,.38,.285,.09
.314,.1545,.0595,.087,6,3,.4,.31,.115
.33,.151,.068,.08,6,3,.4,.315,.09
.2775,.1245,.0605,.08,9,3,.4,.265,.1
.405,.1695,.092,.1065,8,3,.425,.325,.11
.309,.119,.08,.098,6,3,.43,.325,.105
.396,.1775,.081,.125,8,3,.435,.34,.12
.3615,.1415,.0785,.12,8,3,.445,.355,.095
.514,.253,.1045,.14,8,3,.45,.35,.11
.4265,.195,.09,.1205,8,3,.455,.435,.11
.384,.1795,.068,.11,8,3,.46,.34,.09
.4865,.2155,.1105,.142,9,3,.475,.355,.125
.4355,.196,.0925,.125,8,3,.475,.36,.135
.498,.2375,.099,.14,7,3,.475,.35,.115
.494,.2385,.0835,.15,9,3,.48,.355,.125
.528,.229,.103,.1645,9,3,.5,.365,.125
.636,.3055,.1215,.1855,9,3,.515,.4,.135
.567,.2875,.1075,.16,8,3,.525,.39,.105
.6615,.2945,.1395,.19,9,3,.53,.405,.13
.658,.296,.1245,.198,8,3,.53,.42,.13
.6075,.268,.1225,.1975,9,3,.535,.41,.13
.7025,.31,.177,.2,8,3,.54,.41,.135
.8725,.412,.187,.2425,10,3,.55,.425,.155
.7745,.3535,.1505,.2365,9,3,.57,.42,.13
.8725,.349,.2095,.285,8,3,.575,.455,.155
.8515,.4555,.1715,.1965,9,3,.575,.44,.125
.9265,.4135,.1845,.27,10,3,.58,.46,.14
.8295,.3915,.165,.238,10,3,.58,.46,.14
.907,.444,.1855,.2445,11,3,.58,.47,.15
1.0315,.4265,.24,.325,11,3,.63,.465,.15
.028,.0095,.008,.009,4,3,.175,.125,.04
.226,.1135,.0515,.0675,8,3,.37,.285,.095
.2855,.1385,.0625,.077,5,3,.395,.3,.09
.325,.1245,.0755,.1025,7,3,.42,.325,.11
.514,.2385,.1235,.126,8,3,.455,.37,.11
.5755,.31,.1145,.1395,8,3,.495,.375,.115
.084,.03,.0185,.029,6,3,.27,.205,.05
.1005,.0425,.0185,.035,7,3,.285,.225,.07
.1285,.0585,.027,.0365,5,3,.295,.22,.085
.1345,.057,.028,.044,5,3,.3,.225,.075
.1195,.052,.0155,.035,5,3,.3,.22,.065
.1895,.0725,.0515,.055,6,3,.36,.265,.085
.257,.1015,.055,.0825,6,3,.37,.275,.095
.2745,.135,.0455,.078,8,3,.39,.29,.09
.342,.1335,.0835,.105,6,3,.435,.325,.1
.344,.123,.081,.125,8,3,.44,.34,.105
.3275,.1495,.059,.1,8,3,.44,.32,.095
.4035,.169,.0825,.13,7,3,.445,.345,.12
.4075,.1515,.0935,.1455,9,3,.465,.37,.115
.4975,.2375,.099,.14,8,3,.465,.355,.12
.3685,.1525,.0615,.125,8,3,.47,.345,.12
.4175,.1645,.099,.127,7,3,.475,.365,.105
.4425,.1895,.086,.135,9,3,.475,.335,.1
.4225,.1905,.079,.1355,9,3,.475,.35,.125
.426,.163,.0965,.151,8,3,.485,.365,.125
.511,.2205,.103,.1745,9,3,.49,.39,.12
.573,.213,.134,.195,9,3,.515,.405,.13
.6385,.2945,.1405,.171,8,3,.52,.415,.14
.657,.2985,.1505,.168,10,3,.525,.405,.125
.781,.3905,.2005,.215,9,3,.53,.425,.13
.6765,.256,.1855,.208,9,3,.53,.42,.14
.6235,.2975,.108,.195,11,3,.53,.395,.125
.8075,.3655,.148,.2595,10,3,.535,.45,.155
.7915,.3535,.176,.236,10,3,.55,.415,.15
.753,.3445,.1325,.24,8,3,.55,.45,.14
.717,.3315,.1495,.221,9,3,.55,.4,.135
.783,.345,.1755,.247,9,3,.555,.43,.15
.872,.4675,.18,.217,9,3,.575,.45,.145
.983,.486,.215,.239,8,3,.575,.44,.15
.7635,.326,.153,.265,9,3,.585,.46,.14
.9365,.434,.184,.287,10,3,.595,.47,.135
.966,.447,.171,.284,11,3,.62,.47,.155
